"biomass","density_nopL","length_um","log_length","trophic_group","key"
11.54744,12762,12,1.07918124604762,"Autotroph",660
7.217148,12762,30,1.47712125471966,"Autotroph",660
135.9898,944441,11,1.04139268515823,"Mixotroph",660
89.33904,12762,70,1.84509804001426,"Autotroph",660
1.122668,51050,7,0.845098040014257,"Autotroph",660
2.138414,12762,10,1,"Autotroph",660
36.08574,12762,3,0.477121254719662,"Autotroph",660
14.61473,38288,9,0.954242509439325,"Autotroph",660
3.601892,12762,11,1.04139268515823,NA,660
0.3007145,12762,5,0.698970004336019,NA,660
4.276828,12762,67.3215859649123,1.828154338553,"Autotroph",657
0.3608574,12762,27,1.43136376415899,"Autotroph",657
140.7344,63813,78.8346875,1.89671735042258,"Autotroph",657
6.856291,38288,24.1236210587762,1.38244249782184,"Autotroph",657
13.68585,12762,8,0.903089986991944,"Autotroph",657
82.1151,12762,12,1.07918124604762,"Autotroph",657
61.58633,114864,16,1.20411998265592,"Mixotroph",657
55.79256,38288,23,1.36172783601759,"Mixotroph",657
30.07145,76576,10,1,"Mixotroph",657
2.779938,25525,13,1.11394335230684,"Mixotroph",657
32.07621,51050,12,1.07918124604762,"Mixotroph",657
5.011908,25525,55.6875,1.74575772138095,"Autotroph",657
0.8553657,25525,54.776391703869,1.73859342049349,"Autotroph",657
0.1871112,12762,14,1.14612803567824,"Autotroph",657
2.526002,89339,27,1.43136376415899,"Autotroph",657
5.773718,114864,12,1.07918124604762,"Autotroph",657
1.052501,63813,7,0.845098040014257,"Autotroph",657
8.16814,25525,20,1.30102999566398,"Autotroph",657
27.77168,12762,136,2.13353890837022,"Autotroph",657
0.9189159,12762,18,1.25527250510331,"Autotroph",657
0.1603811,25525,6,0.778151250383644,"Autotroph",657
1.283049,38288,8,0.903089986991944,"Autotroph",657
855.3657,25525,40,1.60205999132796,"Mixotroph",657
19.99417,216966,11,1.04139268515823,"Mixotroph",657
2.619558,140389,7,0.845098040014257,"Autotroph",657
13.36509,12762,10,1,"Autotroph",657
9.355562,12762,14,1.14612803567824,"Autotroph",657
0.4276828,12762,4,0.602059991327962,"Autotroph",657
6.682545,12762,10,1,"Autotroph",657
38.9726,12762,18,1.25527250510331,"Autotroph",657
68.43594,242491,11,1.04139268515823,NA,657
22.80975,4254,67.3215859649123,1.828154338553,"Autotroph",662
222.7515,8508,67.3215859649123,1.828154338553,"Autotroph",662
1.361357,4254,80,1.90308998699194,"Autotroph",662
20.04763,4254,90.04375,1.95445357351633,"Autotroph",662
4.455029,8508,10,1,"Autotroph",662
6.199173,4254,23,1.36172783601759,"Mixotroph",662
3.341272,8508,10,1,"Mixotroph",662
1.042477,4254,13,1.11394335230684,"Mixotroph",662
0.8019053,4254,10,1,"Mixotroph",662
52.39115,4254,30,1.47712125471966,"Mixotroph",662
0.2851219,8508,54.776391703869,1.73859342049349,"Autotroph",662
0.02673018,4254,6,0.778151250383644,"Autotroph",662
0.8508479,4254,50,1.69897000433602,"Autotroph",662
0.3403392,4254,20,1.30102999566398,"Autotroph",662
1.531526,4254,40,1.60205999132796,"Autotroph",662
2.680171,4254,70,1.84509804001426,"Autotroph",662
9.1239,4254,16,1.20411998265592,"Mixotroph",662
2.450266,17016,11,1.04139268515823,"Mixotroph",662
0.06237042,4254,7,0.845098040014257,"Autotroph",662
0.3564024,4254,10,1,"Autotroph",662
4.56195,4254,16,1.20411998265592,"Autotroph",662
29.47002,6381,78.8346875,1.89671735042258,"Autotroph",658
2.138414,6381,10,1,"Autotroph",658
2.292113,6381,7,0.845098040014257,"Autotroph",658
23.09487,57432,12,1.07918124604762,"Mixotroph",658
9.168451,6381,14,1.14612803567824,"Autotroph",658
12.02858,6381,25,1.39794000867204,"Mixotroph",658
3.635304,6381,17,1.23044892137827,"Mixotroph",658
2.505954,6381,10,1,"Mixotroph",658
0.5412861,6381,6,0.778151250383644,"Mixotroph",658
0.2105001,6381,7,0.845098040014257,"Mixotroph",658
1.252977,6381,15,1.17609125905568,"Mixotroph",658
64.17916,6381,7,0.845098040014257,"Autotroph",658
8.660578,19144,6,0.778151250383644,"Autotroph",658
18.3369,12762,7,0.845098040014257,"Autotroph",658
0.9346715,6381,18,1.25527250510331,"Autotroph",658
4.91167,19144,10,1,"Mixotroph",658
11.78801,6381,18,1.25527250510331,"Mixotroph",658
5.847227,44669,10,1,"Heterotroph",658
0.601429,6381,55.6875,1.74575772138095,"Autotroph",658
3.849146,6381,18,1.25527250510331,"Autotroph",658
1.722967,6381,30,1.47712125471966,"Autotroph",658
0.09355562,6381,7,0.845098040014257,"Autotroph",658
42.10003,268017,12,1.07918124604762,"Mixotroph",658
0.4276828,6381,16.3125,1.21252052468236,"Autotroph",658
26.19557,102101,10,1,NA,658
2.654646,51050,13,1.11394335230684,"Autotroph",634
44.9067,127627,24.1236210587762,1.38244249782184,"Autotroph",634
202.8019,127627,24.1236210587762,1.38244249782184,"Autotroph",634
11.97512,25525,14,1.14612803567824,"Mixotroph",634
26.94402,25525,14,1.14612803567824,"Autotroph",634
17.78893,25525,11,1.04139268515823,"Autotroph",634
14.54122,25525,17,1.23044892137827,"Mixotroph",634
10.02382,25525,10,1,"Mixotroph",634
4.330289,51050,6,0.778151250383644,"Mixotroph",634
2.042035,25525,20,1.30102999566398,"Autotroph",634
4.677781,25525,14,1.14612803567824,"Mixotroph",634
10.02382,51050,15,1.17609125905568,"Mixotroph",634
8.553657,102101,10,1,"Heterotroph",634
44.10479,102101,55.6875,1.74575772138095,"Autotroph",634
11.97512,357356,54.776391703869,1.73859342049349,"Autotroph",634
3.207621,102101,2,0.301029995663981,"Autotroph",634
1.49689,102101,14,1.14612803567824,"Autotroph",634
1.871113,25525,70,1.84509804001426,"Autotroph",634
15.15601,153152,42,1.6232492903979,"Autotroph",634
0.8420005,51050,7,0.845098040014257,"Autotroph",634
31.9068,25525,50,1.69897000433602,"Autotroph",634
7.147123,25525,70,1.84509804001426,"Autotroph",634
20.67561,76576,30,1.47712125471966,"Autotroph",634
11.48645,25525,50,1.69897000433602,"Autotroph",634
5.98756,25525,14,1.14612803567824,"Autotroph",634
2.566097,331830,6,0.778151250383644,"Autotroph",634
0.8553657,25525,8,0.903089986991944,"Autotroph",634
1.069207,25525,5,0.698970004336019,"Mixotroph",634
3.849146,76576,6,0.778151250383644,"Mixotroph",634
1.984716,25525,11,1.04139268515823,"Autotroph",634
14.11353,153152,11,1.04139268515823,"Mixotroph",634
5.773718,25525,12,1.07918124604762,"Autotroph",634
10.10401,204203,7,0.845098040014257,"Autotroph",634
32.07621,51050,12,1.07918124604762,"Autotroph",634
82.70242,229728,90,1.95424250943932,"Autotroph",634
26.73018,51050,10,1,"Autotroph",634
0.8553657,25525,4,0.602059991327962,"Autotroph",634
40.09527,76576,10,1,"Autotroph",634
254.0436,280779,12,1.07918124604762,"Autotroph",634
187.2984,663661,11,1.04139268515823,NA,634
3.608574,153152,5,0.698970004336019,NA,634
1.710731,25525,8,0.903089986991944,"Mixotroph",634
43.79472,81681,67.3215859649123,1.828154338553,"Autotroph",621
1.069207,40840,25,1.39794000867204,"Autotroph",621
585.0701,1715309,24.1236210587762,1.38244249782184,"Autotroph",621
41.57077,81681,24.1236210587762,1.38244249782184,"Autotroph",621
6.158632,326724,24.1236210587762,1.38244249782184,"Autotroph",621
27.3717,81681,10,1,"Autotroph",621
21.89736,40840,16,1.20411998265592,"Mixotroph",621
73.90359,40840,24,1.38021124171161,"Mixotroph",621
60.21774,81681,4,0.602059991327962,"Autotroph",621
2.309487,40840,3,0.477121254719662,"Autotroph",621
4.652586,40840,14,1.14612803567824,"Autotroph",621
21.38414,163362,10,1,"Heterotroph",621
6.736004,81681,7,0.845098040014257,"Autotroph",621
3.421463,40840,10,1,"Autotroph",621
354.46352,9229998,54.776391703869,1.73859342049349,"Autotroph",621
1669.674,245044,54.776391703869,1.73859342049349,"Autotroph",621
16.67963,612610,26,1.41497334797082,"Autotroph",621
26.34526,571769,11,1.04139268515823,"Autotroph",621
7.48445,1021017,7,0.845098040014257,"Autotroph",621
11.54744,81681,10,1,"Autotroph",621
1.283049,81681,6,0.778151250383644,"Autotroph",621
1.197512,40840,7,0.845098040014257,"Autotroph",621
391.4153,4247433,11,1.04139268515823,"Mixotroph",621
8.981339,571769,7,0.845098040014257,"Autotroph",621
3.421463,40840,10,1,"Autotroph",621
23.05211,81681,11,1.04139268515823,NA,621
11.76128,59559,24.1236210587762,1.38244249782184,"Autotroph",631
381.7871,374373,24.1236210587762,1.38244249782184,"Autotroph",631
4.811432,8508,3,0.477121254719662,"Autotroph",631
0.4989633,8508,7,0.845098040014257,"Autotroph",631
191.6019,195695,8,0.903089986991944,"Autotroph",631
11.35142,34033,13,1.11394335230684,"Mixotroph",631
29.51012,17016,23,1.36172783601759,"Mixotroph",631
739.0359,136135,12,1.07918124604762,"Autotroph",631
3.341272,8508,10,1,"Mixotroph",631
0.7217148,8508,6,0.778151250383644,"Mixotroph",631
0.6415243,17016,8,0.903089986991944,"Mixotroph",631
0.9979267,8508,14,1.14612803567824,"Mixotroph",631
8.981339,8508,14,1.14612803567824,"Mixotroph",631
6.1123,8508,7,0.845098040014257,"Autotroph",631
112.2667,17016,10,1,"Autotroph",631
5.346035,17016,55.6875,1.74575772138095,"Autotroph",631
0.5702438,17016,54.776391703869,1.73859342049349,"Autotroph",631
0.1069207,8508,12,1.07918124604762,"Autotroph",631
6.253733,8508,60,1.77815125038364,"Autotroph",631
21.95439,42542,14,1.14612803567824,"Autotroph",631
4.811432,25525,10,1,"Autotroph",631
1.229588,144644,6,0.778151250383644,"Autotroph",631
0.6682544,8508,72.6124831439394,1.86101128866838,"Autotroph",631
35.52886,246745,11,1.04139268515823,"Mixotroph",631
0.1247408,8508,7,0.845098040014257,"Autotroph",631
31.18521,17016,10,1,"Autotroph",631
5.929644,8508,11,1.04139268515823,"Autotroph",631
5.929644,8508,11,1.04139268515823,"Autotroph",631
67.23531,238237,11,1.04139268515823,NA,631
2.494817,59559,5,0.698970004336019,NA,631
0.33183075,6381.25,13,1.11394335230684,"Autotroph",632
19.2457275,6381.25,40,1.60205999132796,"Autotroph",632
17.1073125,25525.25,8,0.903089986991944,"Autotroph",632
22.2395075,51050.75,13,1.11394335230684,"Mixotroph",632
0.85536575,6381.25,4,0.602059991327962,"Autotroph",632
18.1765225,31906.75,17,1.23044892137827,"Mixotroph",632
5.41286,6381.25,20,1.30102999566398,"Mixotroph",632
27.896275,19144,23,1.36172783601759,"Mixotroph",632
48.13375,44669,14,1.14612803567824,"Mixotroph",632
2.7843925,12762.5,30,1.47712125471966,"Autotroph",632
0.79767,6381.25,20,1.30102999566398,"Autotroph",632
0.2405716,6381.25,8,0.903089986991944,"Mixotroph",632
0.748445,6381.25,14,1.14612803567824,"Mixotroph",632
3.7589325,19144,15,1.17609125905568,"Mixotroph",632
17.1073125,6381.25,20,1.30102999566398,"Mixotroph",632
3.2744475,12762.5,10,1,"Mixotroph",632
21.6514425,6381.25,20,1.30102999566398,"Mixotroph",632
1.76419175,19144,11,1.04139268515823,"Heterotroph",632
1.00238175,6381.25,55.6875,1.74575772138095,"Autotroph",632
6.51548,31906.75,55.6875,1.74575772138095,"Autotroph",632
5.41286,6381.25,20,1.30102999566398,"Autotroph",632
0.5346035,6381.25,20,1.30102999566398,"Autotroph",632
0.5346035,6381.25,20,1.30102999566398,"Autotroph",632
0.040095275,6381.25,6,0.778151250383644,"Autotroph",632
7.9767,12762.5,25,1.39794000867204,"Autotroph",632
11.97512,44669.5,14,1.14612803567824,"Autotroph",632
0.835318,12762.5,10,1,"Autotroph",632
0.3608575,57432,6,0.778151250383644,"Autotroph",632
0.42768275,12762.5,8,0.903089986991944,"Autotroph",632
1.1460565,6381.25,7,0.845098040014257,"Mixotroph",632
43.302875,12762.5,20,1.30102999566398,"Mixotroph",632
14.0333425,89339,12,1.07918124604762,"Mixotroph",632
0.080190525,6381.25,6,0.778151250383644,"Autotroph",632
1.276272,6381.25,50,1.69897000433602,"Autotroph",632
1.7107315,6381.25,8,0.903089986991944,"Autotroph",632
45.84225,178678,10,1,NA,632
0.601429,25525.25,5,0.698970004336019,NA,632
3.849145,51050.75,9,0.954242509439325,"Mixotroph",632
2.654646,51050,13,1.11394335230684,"Autotroph",632
9607.467,4798782,67.3215859649123,1.828154338553,"Autotroph",632
533.7482,357356,67.3215859649123,1.828154338553,"Autotroph",632
10.21018,51050,50,1.69897000433602,"Autotroph",632
974.315,10210,90,1.95424250943932,"Mixotroph",632
376.3609,102101,220,2.34242268082221,"Autotroph",632
43.30289,51050,20,1.30102999566398,"Mixotroph",632
100.0778,51050,26,1.41497334797082,"Mixotroph",632
80.40438,1735729,54.776391703869,1.73859342049349,"Autotroph",632
3.421463,51050,2,0.301029995663981,"Autotroph",632
171.0731,51050,54.776391703869,1.73859342049349,"Autotroph",632
24.50442,51050,30,1.47712125471966,"Autotroph",632
35.92536,102101,14,1.14612803567824,"Autotroph",632
1.283049,204203,6,0.778151250383644,"Autotroph",632
9.622864,51050,72.6124831439394,1.86101128866838,"Autotroph",632
23.52256,255254,11,1.04139268515823,"Mixotroph",632
1078.195,102101,165,2.21748394421391,"Autotroph",632
1.49689,51050,7,0.845098040014257,"Autotroph",632
2245.335,51050,115.431626984127,2.06232481698988,"Autotroph",632
1.429425,25525,14,1.14612803567824,"Autotroph",629
34.21463,25525,67.3215859649123,1.828154338553,"Autotroph",629
8.553657,25525,67.3215859649123,1.828154338553,"Autotroph",629
0.6949846,25525,26,1.41497334797082,"Autotroph",629
119.7512,306305,24.1236210587762,1.38244249782184,"Autotroph",629
341.3711,638136,24.1236210587762,1.38244249782184,"Autotroph",629
0.7217148,51050,24.1236210587762,1.38244249782184,"Autotroph",629
0.748445,51050,7,0.845098040014257,"Autotroph",629
3.421463,25525,4,0.602059991327962,"Autotroph",629
69.28462,76576,12,1.07918124604762,"Autotroph",629
10.02382,25525,10,1,"Mixotroph",629
10.26439,76576,16,1.20411998265592,"Mixotroph",629
244.4709,76576,2,0.301029995663981,"Autotroph",629
106.6534,280779,55.6875,1.74575772138095,"Autotroph",629
17.10731,25525,20,1.30102999566398,"Autotroph",629
46.18975,25525,6,0.778151250383644,"Autotroph",629
51.32194,25525,54.776391703869,1.73859342049349,"Autotroph",629
0.6415243,51050,12,1.07918124604762,"Autotroph",629
3.207621,127627,24,1.38021124171161,"Autotroph",629
2.99378,51050,14,1.14612803567824,"Autotroph",629
11.54744,229728,12,1.07918124604762,"Autotroph",629
13.09779,178678,70,1.84509804001426,"Autotroph",629
1.603811,255254,6,0.778151250383644,"Autotroph",629
9.189158,25525,40,1.60205999132796,"Autotroph",629
11.97512,51050,14,1.14612803567824,"Autotroph",629
3.608574,357356,5,0.698970004336019,"Autotroph",629
4.009527,25525,44.525,1.64860392813528,"Autotroph",629
24.69868,25525,11,1.04139268515823,"Autotroph",629
22.0524,153152,11,1.04139268515823,"Mixotroph",629
11.54744,25525,12,1.07918124604762,"Autotroph",629
1.122668,51050,7,0.845098040014257,"Autotroph",629
40.8407,127627,80,1.90308998699194,"Autotroph",629
6.842926,25525,8,0.903089986991944,"Autotroph",629
3.341272,51050,5,0.698970004336019,"Autotroph",629
26.73018,51050,10,1,"Autotroph",629
7.350799,51050,11,1.04139268515823,NA,629
1.603811,10210,12,1.07918124604762,"Mixotroph",613
117.7839,245044,100,2,"Autotroph",613
129.1602,714712,55.6875,1.74575772138095,"Autotroph",613
535.6728,1245641,55.6875,1.74575772138095,"Autotroph",613
0.7056767,112311,6,0.778151250383644,"Autotroph",613
0.06415243,10210,6,0.778151250383644,"Autotroph",613
9.801768,40840,60,1.77815125038364,"Autotroph",613
21.38414,25525,24.1236210587762,1.38244249782184,"Autotroph",617
0.3608574,25525,24.1236210587762,1.38244249782184,"Autotroph",617
13.36509,25525,10,1,"Autotroph",617
46.18975,25525,24,1.38021124171161,"Mixotroph",617
116.3297,204203,17,1.23044892137827,"Mixotroph",617
74.39008,51050,23,1.36172783601759,"Mixotroph",617
44.26517,25525,23,1.36172783601759,"Mixotroph",617
7.858673,25525,12,1.07918124604762,"Mixotroph",617
84.68121,408407,11,1.04139268515823,"Mixotroph",617
