"key","chla","tp","secchi"
276,4.46788929775,245.4819723,0.5
277,5.9444102665,31.83,4.1
278,5.571963431,31.86525593,2.18
279,42.4177612575,49.01,0.55
280,3.8726233065,27.0888273857464,1.75
281,1.701458649,11.83607141,2.5
282,3.19790871125,15.49,2.55
283,1.376981822,6.21,5.3
284,3.47330113775,18.5640414203048,2
285,2.332788778,13.76,4.7
286,1.78559517775,7.4,6.115
287,1.92443137775,6.28,6.59
288,6.15613801466667,522.1092647,0.28
289,2.1571934225,9.05,3.75
290,15.28556077175,138.091596,0.15
291,1.06069951125,14.43,4.12
292,2.587366111,56.1,1.215
293,1.0331993835,10.77732636,8.05
294,3.6062858,9.11,3.65
295,2.069330349,14.21433216,4.435
296,0.388154631,15.79575851,4.155
297,1.800409379,15.46446883,4.255
298,8.2742918335,292.1608376,0.25
299,0.39544148875,2.62,14.5
300,3.771226654,13.88930241,3.05
301,21.34244053,351.7170151,0.15
302,0.58940657775,2.96,9.1
303,0.23836944,16.9484994,5.165
304,2.65609411575,15.07593314,2.665
305,4.30502018366667,85.58929864,1.25
306,0.3453726445,2.54,15.445
307,0.227785558333333,4.972250287,3.595
308,1.81501103366667,9.291317201,1.95
309,1.9270401555,7,4.6
310,5.713745089,15.67,2.345
311,2.72691111125,6.41,5.8
312,0.7421923555,3.04,6.79
313,9.268363308,42.2275898,1.87
314,1.4413920535,12.47054439,3.95
315,1.1314515335,12.55,6.1
316,16.8864301995,40.61028247,0.95
317,1.96952251325,7.56181912,4.55
318,0.691008561,6.906744668,6.75
319,4.0806403555,16.04,3.9
320,1.0011105095,9.550159397,5.65
321,0.61459851125,8.88,10.45
322,3.2391822475,12.24886345,3.75
323,1.604057153,13.36602513,3.945
324,0.94580696875,9.012321702,4.95
325,0.443305178,1.39,16
326,58.5521785,146.2702352,0.75
327,1.140843155,16.56842134,3.625
328,0.620320758333333,7.612747317,6.95
329,0.875494009,12.81825724,3.5
330,1.3171177555,16.22,6.1
331,6.304514674,149.8988095,0.425
332,5.69667285325,60.75265342,1.295
333,1.5786168585,11.35687689,4.495
334,1.865488095,22.20627735,2.885
335,5.20673454225,63.23547996,1.215
336,1.32152084733333,9.21,7.46
337,3.55848314675,20.02858673,3.265
338,1.59669800875,13.7153451876538,2.65
339,2.51120752,39.1759154323943,0.85
340,0.5259886665,2.91,11.95
341,3.5903213925,19.97389042,1.74
342,0.4597513065,10.34888966,8.935
343,3.259668818,21.40261806,3.645
344,0.75932168875,13.08612611,6.965
345,0.717728911,1.91,12.125
346,33.4779327325,123.9348377,0.45
347,0.9918868445,5.2,6.9
348,4.32316021325,43.77189331,1.145
349,3.2566406665,32.4,0.85
350,2.0834880665,27.93,5.05
351,0.823468089,15.4619122858643,9
352,2.807659182,23.38140778,3.255
353,0.652558689,3.89,8.75
354,2.36387162675,24.57321753,2.32
355,34.074063645,467.9235846,0.705
356,0.973251311,6.05,7.805
357,0.506457289,6.4,13.1
358,0.072140089,5.997460899,13.2
359,2.6170527365,12.95824246,2.95
360,9.24156279175,89.50272458,2.155
361,0.53083213325,6.01,3.08
362,9.3406897825,53.25534831,2.055
363,0.77564771575,12.52269674,4.67
364,0.72166668875,5.53,7.7
365,18.98860433275,53.4,2.65
366,1.46190015433333,8.85379121222454,NA
367,11.97072106,NA,0.52
368,3.15766462225,28.02,0.615
369,0.9101582665,3.37,7.15
370,1.17975034675,8.36223668434411,1.45
371,2.75313671066667,16.05398489,3.32
372,1.295644397,8.71181166707127,3.2
373,0.39809948875,2.21,13.875
374,56.51045035,458.9538503,0.95
375,21.40852832,627.2034181,0.7
376,4.214114146,14.24399192,2.85
377,1.90958595575,14.31,3.55
378,2.40835613975,9.721700714,3.75
379,7.0673922965,29.99256664,1.05
380,117.65939861,221.577392,0.44
381,1.091607129,7.71884947041989,2.5
382,1.14908293325,4.12,8.85
383,0.4937776445,2.26,11.45
384,16.04175849,99.64654475,0.35
385,4.78964512,21.81349541,3.26
386,10.297777171,83.62492697,1.1
387,10.35342284925,33.73740417,0.85
388,1.3138494,21.69,5
389,8.74350062966667,411.5867377,0.85
390,0.7695677865,252.694825,2.7
391,0.86174328925,16.47,6.55
392,2.46481262225,7.51,4.05
393,0.759424071,40.27481581,NA
394,1.8410449955,20.40787506,3.305
395,13.1055875543333,667.7518477,0.65
396,4.48270321775,101.1732813,1.01
397,2.63546016,301.8041167,1.65
398,2.5418749335,18.62208263,2.925
399,1.37582017775,5.25,4.15
400,1.690488,30.89940557,6.195
401,9.1004407115,151.493976,2.17
402,0.4944470665,14.89,8.08
403,1.689863206,7.28025495453205,2.25
404,27.974338435,224.4441265,1.75
405,57.5115701325,173.6,0.55
406,0.187763089,11.22,17.75
407,1.56545568,10.22885823,NA
408,33.905959915,133.0857411,0.25
409,15.38211508,33.99328031,0.75
410,1.058789689,20.29,1.5
411,28.56869591,99.8486946,0.25
412,14.236727937,294.9318764,0.24
413,0.4554827555,6.523338939,7.225
414,9.3601290635,71.48153847,1.35
415,4.67793823975,11.62815681,2.37
416,0.6164689555,9.54,9
417,32.1010693433333,184.6722997,0.45
418,2.00795164425,18.17,2.95
419,2.1073569065,50.54312226,1.75
420,9.440263058,145.5677816,NA
421,0.95755926675,10.62,8.185
422,5.86819676525,2483.737518,0.345
423,1.1276122,9.21,7.85
424,1.81174202225,17.94,7.45
425,2.18451597475,20.62840303,1.85
426,2.717027289,13.35,3.25
427,1.23106746675,13.36,6.925
428,8.782983209,364.5096743,0.475
429,1.74859975575,10.34,4.45
430,12.89293381325,61.81672194,0.95
431,10.58517982275,147.5629101,0.45
432,1.09839388875,6.98,8.5
433,5.24476560025,NA,0.675
434,1.663396089,17.02,NA
435,10.17140601175,53.93612787,3.3
436,1.0688704,5.96,4.35
437,1.7667824445,12.77,4.4
438,10.742530796,351.2031917,1.05
439,64.1204106666667,149.36,1.165
440,2.55603518225,581.4940345,1.05
441,5.28768737775,24.43,2.84
442,16.526331575,117.11,2.12
443,12.5285125325,61.41,1.135
444,4.71036977775,46.67,NA
445,34.910071595,377.8465405,0.3
446,1.1352770845,47.10547184,NA
447,162.1632018,616.7544884,0.35
448,7.9562504665,24.38,3.19
449,1.0715579335,8.03,6.575
450,NA,167.4208535,0.3
451,1.7781541045,572.6279571,2.45
452,21.4365691715,255.2546155,0.975
453,408.414104025,10053.03,0.075
454,1.2267628385,8.142239721,NA
455,1.405392889,8.524623631,2.19
456,13.3147578,95.42355265,NA
457,6.320196338,204.0815006,1.05
458,14.21227481,134.3167487,1.2
459,4.32910625775,24.52950953,2.9
460,60.632047865,288.3140914,0.75
461,3.4836023645,NA,1.55
462,17.8946378196667,73.90089879,0.95
463,4.1832037155,142.7551713,2
464,1.37809621325,35.0201783,7
465,33.5681035,111.79,0.65
466,21.0667958846,83.90945195,0.925
467,2.7415391125,956.9730775,0.45
468,NA,317.5601102,NA
469,17.626441317,130.7615752,0.85
470,3.106371129,1737.690033,5.95
471,22.1549137825,94.26772729,0.55
472,40.0376583253333,483.1437388,0.95
473,3.38922958225,19.12558339,4.55
474,8.195686389,95.06340162,1.65
475,11.1238442,160.5558201,NA
476,25.335246205,207.6827814,0.85
477,11.488947075,85.65071376,1.5
478,1.5671568,8.91,4.95
479,2.5358658845,63.69610443,2
480,44.993443335,82.48634309,1.85
481,1.353827689,9.79,7.05
482,4.47957662225,26.7,4.6
483,20.0597586425,122.05,1.5
484,6.79598227675,55.7813767,1.55
485,5.0015290665,33.23426876,3.55
486,NA,3289.29417,0.55
487,1.166261489,9.6,7.05
488,14.29220102375,81.88253752,0.45
489,0.929735585,15.9095667,5.05
490,11.824674132,77.34623439,1.95
491,9.65155684575,22.92064116,1.55
492,3.284768213,27.16822145,2.75
493,45.44396024,320.0560363,0.35
494,4.59012973325,16.88,2.35
495,2.197618991,3968.270403,0.65
496,76.380235495,129.7180317,0.35
497,2.49839202225,19.07,3.335
498,5.28935702875,17.81962896,2.95
499,9.6210081765,362.1487054,0.55
500,8.15510198,472.9477422,0.45
501,11.639519825,52.6,1.75
502,0.56453582225,15.56843277,NA
503,3.542527271,41.62359144,2.05
504,3.0081512765,58.0482393,NA
505,0.939671911,4556.07,0.175
506,1.5438723995,13.75864759,6.4
507,11.48981974825,51.94070065,0.75
508,4.54298468875,16.63,2.2
509,10.5954672665,37.8,2.38
510,6.9692661555,28.48,2.9
511,11.13869355675,44.14,0.75
512,1.443925357,540.2664245,NA
513,49.3254707575,125.83,0.45
514,2.58160452725,19.09972091,3.55
515,6.2080521545,33.84284891,2.75
516,2.41654531125,18.06,4.675
517,6.4474515335,24.44,2.235
518,38.0823473325,124.66,1.34
519,4.46644413325,22.06,2.65
520,2.696036433,10.50829494,5.125
521,NA,391.5145213,0.95
522,11.1342504326667,57.85,2.055
523,1.398882349,325.659873,1.75
524,66.38689711,170.99,0.65
525,3.31280322225,20.31,3.415
526,7.66922118725,824.6077505,0.45
527,20.2857181775,82,1.26
528,51.8183302025,71.44,0.62
529,109.50892455,84.43,0.24
530,7.291730778,158.96,1.51
531,2.646529468,341.3121491,1.55
532,1.44062615575,13.85,NA
533,12.23555171,23.99,1.545
534,1.62065151125,18.87,4.985
535,17.013690645,237.05,0.55
536,2.934323711,17.65,4.455
537,45.272532665,51.87,0.92
538,168.04305219,49.9508986,1.075
539,4.698316073,175.0410405,1.45
540,3.0257884445,26.93,1.375
541,5.69234129825,124.0100172,1.15
542,25.8196721075,38.7,0.915
543,2.9675959645,395.9571868,0.95
544,15.690628225,37.1,0.95
545,4.4702145555,24.8,3.06
546,1.645745,9.87,2.165
547,7.913594489,32.92,2.44
548,5.8395603705,19.31,0.95
549,4.90795762225,12.81,4.05
550,2.7940952255,8.975882982,5.25
551,1.451594955,38.8387782,0.55
552,5.23852422225,23.17990064,3.6
553,0.9601877335,24.86,5.07
554,6.80338726675,35.64,2.45
555,0.79774455525,10.15,6.75
556,4.92619937766667,15.52,2.2
557,29.95081455,124.1711432,0.85
558,2.319065622,18.94,2.56
559,2.398666796,77.23719826,1.05
560,1.7321193115,10.32997891,4.55
561,36.7426291925,40.52,0.6
562,1.182298089,70.14,5.85
563,10.3402642875,799.6140634,0.35
564,3.0366330845,19.68324919,5.05
565,5.615271111,19.12,2.135
566,NA,531.7390053,0.15
567,2.50125675525,14.17,2.15
568,1.66315982225,27.66,0.65
569,4.02100664875,87.1343817,0.35
570,13.613840171,111.3678111,0.95
571,4.687262898,210.8021341,2.45
572,3.544551289,21.23,1
573,1.08556657775,8.45,4.785
574,4.1305101235,21.12745746,2.975
575,8.51247142225,16.73,1.895
576,1.17806497775,15.9,0.625
577,5.858566487,120.5326755,2.45
578,4.29043531125,15.49,2.9
579,2.6738594,9.33,4.25
580,0.08170101325,2.7646,0.75
581,NA,NA,NA
582,1.47304391125,11.16,5.75
583,8.813425088,139.8568334,1.05
584,160.647511725,816.26,0.27
585,23.6222038525,146.41,0.7
586,1.54378698933333,10.2,3.25
587,52.919905815,471.1284173,0.45
588,1.103109378,12.22,4.35
589,0.679276511,20.01,4.35
590,0.629276578,36.89,4.7
591,2.4739141395,15.59478455,2.35
592,3.7005562,39.33,2.25
593,0.3447087705,44.06127905,1.65
594,13.49108918475,157.86,0.75
595,1.2601873335,6.54,4.3
596,1.30333553325,9.98,5.3
597,140.78009815,583.1843189,0.35
598,3.04728346075,16.04096785,2.75
599,1.00897680025,8.42,6.65
600,22.17498192,75.64,0.85
601,7.2393320815,29.88,2.15
602,3.00420687166667,29.06952019,2.35
603,2.10007989333333,13.23001307,2.65
604,2.8273244445,19.52,NA
605,2.626970311,19.87,4.1
606,2.39101866675,10.74,4.6
607,2.351528016,14.96,5
608,5.45758498766667,34.22,1.05
609,11.5913214225,77.77,0.55
610,2.62801382225,14.24,3.35
611,0.467748933,9.05,7.675
612,0.42083031125,6.15,11.25
613,1.0811956445,11.45,5.45
614,0.800924311,12.78,4.95
615,18.46603724,59.64,0.65
616,6.69673255525,41.89,NA
617,3.50421860025,31.6,NA
618,2.1770792,21.33,5.75
619,0.7611035335,10.51,7.95
620,3.40390699233333,16.6,2.5
621,7.6821975405,58.93,NA
622,3.0660916,22.55,2.725
623,1.31289448875,16.1,5.6
624,0.4234390885,6.68,9
625,2.01926291125,13.55,6.1
626,0.98029993325,8.37,5.75
627,3.8137082445,28.5,4.15
628,1.4803878665,21.19,2.1
629,4.7306099555,32.56,0.85
630,2.93121614825,25.22,NA
631,2.54065422225,11.91,2.45
632,0.72588995575,8.78,NA
633,0.5847993775,6.07,13.1
634,1.9647148445,17.46,1.75
635,2.07335813333333,11.44,3.55
636,0.53715226625,8.76,14.65
637,10.0166237785,22.37,0.9
638,0.855665985,10.69,4.9
639,4.65124685725,26.25,0.95
640,2.89457606375,24.94,0.85
641,1.49346128875,14.1,6.55
642,0.676930252,16.07,NA
643,1.089386222,7.55,7.85
644,1.92517955575,13.92,5.95
645,2.82543431125,10.99,3.55
646,1.936461289,10.94,NA
647,0.79577566675,8.1,6.6
648,0.705439763,9.97,6.7
649,189.492363966667,240.1,0.175
650,1.583882511,15.92,NA
651,1.38425686675,23.5,NA
652,2.8146448,10.88,2.225
653,2.21378913325,17.95,2.6
654,1.3834299335,23.15,1.1
655,3.195644489,20.91,NA
656,1.4218921775,10.29,NA
657,2.580918,23.54,2.4
658,2.3205816665,17.41,2.55
659,1.73685533325,13.62,3.5
660,11.14427459925,30.35,NA
661,2.49039833325,15.79,1.65
662,4.62668215575,83.24,0.425
663,5.66244568875,47.81,2.55
664,2.72440077775,22.73,1.9
